# Dataplane.org - for operators, by operators
# sipregistration
# 2025-09-30 13:00 - 2025-10-07 13:00
#
# The sipregistration report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the sipregistration report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below consist of fields with identifying characteristics of a
# a source IP address that has been seen initiating a SIP REGISTER
# operation to a remote host.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text sipregistration will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
3920         |  ESTOXY-OU ESTOXY OU             |  37.49.224.221    |  2025-10-06 15:42:03  |  sipregistration
3920         |  ESTOXY-OU ESTOXY OU             |  37.49.228.202    |  2025-10-07 12:48:39  |  sipregistration
8648         |  ONE-NETWORK dogado GmbH         |  81.88.26.114     |  2025-10-02 16:36:45  |  sipregistration
9009         |  M247 M247 Europe SRL            |  185.195.19.195   |  2025-10-06 11:11:17  |  sipregistration
9808         |  CHINAMOBILE-CN China Mobile Co  |  111.7.96.147     |  2025-10-05 14:44:53  |  sipregistration
9808         |  CHINAMOBILE-CN China Mobile Co  |  111.7.96.148     |  2025-09-30 15:18:55  |  sipregistration
9808         |  CHINAMOBILE-CN China Mobile Co  |  111.7.96.149     |  2025-10-07 12:25:44  |  sipregistration
9808         |  CHINAMOBILE-CN China Mobile Co  |  111.7.96.150     |  2025-10-07 04:43:24  |  sipregistration
9808         |  CHINAMOBILE-CN China Mobile Co  |  111.7.96.151     |  2025-10-04 02:46:54  |  sipregistration
14956        |  ROUTERHOSTING                   |  144.172.106.205  |  2025-10-07 12:54:54  |  sipregistration
14956        |  ROUTERHOSTING                   |  172.86.73.250    |  2025-10-07 08:51:38  |  sipregistration
14956        |  ROUTERHOSTING                   |  45.61.148.87     |  2025-10-07 12:56:01  |  sipregistration
14956        |  ROUTERHOSTING                   |  45.61.157.206    |  2025-10-07 12:33:42  |  sipregistration
16276        |  OVH OVH SAS                     |  188.165.26.231   |  2025-10-07 12:59:20  |  sipregistration
16276        |  OVH OVH SAS                     |  87.98.242.75     |  2025-10-01 00:53:09  |  sipregistration
16276        |  OVH OVH SAS                     |  87.98.243.61     |  2025-10-06 14:12:38  |  sipregistration
17676        |  GIGAINFRA SoftBank Corp.        |  126.72.223.20    |  2025-10-04 17:17:46  |  sipregistration
25369        |  BANDWIDTH-AS Hydra Communicati  |  109.230.215.19   |  2025-10-03 06:44:50  |  sipregistration
25369        |  BANDWIDTH-AS Hydra Communicati  |  185.38.150.7     |  2025-10-05 00:12:33  |  sipregistration
25369        |  BANDWIDTH-AS Hydra Communicati  |  185.44.77.91     |  2025-10-01 17:31:59  |  sipregistration
27323        |  SERVERSTADIUM                   |  216.244.78.250   |  2025-10-03 23:57:37  |  sipregistration
27323        |  SERVERSTADIUM                   |  216.244.85.122   |  2025-10-03 23:26:10  |  sipregistration
32097        |  WII                             |  204.12.205.104   |  2025-10-05 06:49:41  |  sipregistration
36352        |  AS-COLOCROSSING                 |  107.172.61.162   |  2025-10-04 09:26:58  |  sipregistration
36352        |  AS-COLOCROSSING                 |  107.175.71.106   |  2025-10-04 09:26:31  |  sipregistration
36352        |  AS-COLOCROSSING                 |  198.23.238.154   |  2025-10-07 02:57:23  |  sipregistration
36352        |  AS-COLOCROSSING                 |  23.94.253.178    |  2025-10-07 12:15:31  |  sipregistration
36352        |  AS-COLOCROSSING                 |  23.94.27.106     |  2025-10-02 13:56:06  |  sipregistration
36352        |  AS-COLOCROSSING                 |  23.94.82.254     |  2025-10-02 13:17:44  |  sipregistration
36352        |  AS-COLOCROSSING                 |  23.95.95.230     |  2025-10-04 10:09:13  |  sipregistration
37963        |  ALIBABA-CN-NET Hangzhou Alibab  |  39.98.125.247    |  2025-09-30 13:53:15  |  sipregistration
37963        |  ALIBABA-CN-NET Hangzhou Alibab  |  39.98.126.181    |  2025-10-05 03:43:14  |  sipregistration
37963        |  ALIBABA-CN-NET Hangzhou Alibab  |  39.99.132.192    |  2025-10-03 05:46:52  |  sipregistration
37963        |  ALIBABA-CN-NET Hangzhou Alibab  |  39.99.139.14     |  2025-10-05 12:52:55  |  sipregistration
37963        |  ALIBABA-CN-NET Hangzhou Alibab  |  39.99.141.165    |  2025-10-03 06:28:12  |  sipregistration
40676        |  AS40676                         |  108.181.2.153    |  2025-10-01 19:42:40  |  sipregistration
40676        |  AS40676                         |  108.181.2.213    |  2025-10-01 21:02:14  |  sipregistration
40676        |  AS40676                         |  108.181.3.25     |  2025-10-01 17:32:38  |  sipregistration
40676        |  AS40676                         |  108.181.4.227    |  2025-10-01 17:41:41  |  sipregistration
40676        |  AS40676                         |  108.181.5.35     |  2025-10-01 16:30:34  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  198.11.181.236   |  2025-10-06 01:14:21  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.235.64    |  2025-10-05 12:32:37  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.239.64    |  2025-10-06 10:17:59  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.24.25     |  2025-10-06 07:23:08  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.242.199   |  2025-10-05 14:55:36  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.245.98    |  2025-10-04 11:31:53  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.248.96    |  2025-10-06 19:21:59  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.251.34    |  2025-10-04 05:09:33  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.252.14    |  2025-10-04 06:49:39  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.255.52    |  2025-10-01 19:41:51  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.42.116    |  2025-10-06 15:10:26  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.236.42.190    |  2025-10-05 21:07:03  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.237.100.187   |  2025-10-07 03:52:40  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.237.105.85    |  2025-10-05 08:18:48  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.237.106.124   |  2025-10-06 14:19:48  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.237.109.222   |  2025-10-05 04:36:07  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.237.111.86    |  2025-10-07 10:33:56  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.237.112.17    |  2025-10-07 06:10:09  |  sipregistration
45102        |  ALIBABA-CN-NET Alibaba US Tech  |  47.237.112.227   |  2025-10-06 21:33:03  |  sipregistration
