# Dataplane.org - for operators, by operators
# smtpdata
# 2025-09-30 08:00 - 2025-10-07 08:00
#
# The smtpdata report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the smtpdata report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as SMTP clients sending DATA commands.
# To read more about the SMTP data signals see:
#
#   <https://dataplane.org/jtk/blog/2021/01/smtp-feeds/>
#
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text smtpdata will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
931          |  AS-HYONIX-US                    |  38.240.32.190    |  2025-10-05 21:17:53  |  smtpdata
1136         |  KPN KPN B.V.                    |  31.161.145.215   |  2025-09-30 09:52:43  |  smtpdata
1136         |  KPN KPN B.V.                    |  31.161.154.56    |  2025-10-02 12:37:50  |  smtpdata
1136         |  KPN KPN B.V.                    |  31.161.189.118   |  2025-09-30 13:03:09  |  smtpdata
2519         |  VECTANT ARTERIA Networks Corpo  |  183.180.105.139  |  2025-10-06 14:19:45  |  smtpdata
3209         |  VODANET Vodafone GmbH           |  95.223.106.212   |  2025-10-02 09:18:10  |  smtpdata
3209         |  VODANET Vodafone GmbH           |  95.223.106.240   |  2025-10-01 08:56:42  |  smtpdata
3462         |  HINET Data Communication Busin  |  60.249.7.245     |  2025-10-05 08:56:29  |  smtpdata
3786         |  LGDACOM LG DACOM Corporation    |  1.212.225.99     |  2025-10-04 13:10:51  |  smtpdata
3920         |  ESTOXY-OU ESTOXY OU             |  37.49.227.104    |  2025-10-05 01:24:37  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  116.7.212.194    |  2025-09-30 22:38:18  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  116.7.213.107    |  2025-10-01 09:43:55  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  116.7.214.21     |  2025-10-04 07:46:20  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  116.7.215.17     |  2025-10-03 09:09:48  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  117.69.56.11     |  2025-09-30 15:34:53  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.116.198.28   |  2025-10-06 20:04:23  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.165.134.201  |  2025-09-30 09:05:15  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.167.32.111   |  2025-10-05 11:49:52  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.167.32.17    |  2025-10-05 07:15:51  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.167.34.104   |  2025-10-03 01:43:52  |  smtpdata
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.167.34.19    |  2025-10-03 18:23:26  |  smtpdata
