# Dataplane.org - for operators, by operators
# dnsrdany
# 2025-09-30 12:00 - 2025-10-07 12:00
#
# The dnsrdany report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the dnsrdany report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending recursive DNS IN ANY queries.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text dnsrdany will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
6128         |  CABLE-NET-1                     |  24.44.139.172    |  2025-10-01 02:06:42  |  dnsrdany
6327         |  SHAW                            |  70.70.70.83      |  2025-10-04 01:28:38  |  dnsrdany
6517         |  LAKENETWORKS-AS                 |  23.132.228.131   |  2025-10-06 12:40:50  |  dnsrdany
6698         |  virtualsystems Virtual Systems  |  213.111.152.90   |  2025-10-07 11:41:35  |  dnsrdany
7488         |  CNSERVER-AP-AS CNServer LLC     |  185.34.146.192   |  2025-10-07 11:44:32  |  dnsrdany
7922         |  COMCAST-7922                    |  68.84.196.122    |  2025-10-04 00:59:39  |  dnsrdany
7922         |  COMCAST-7922                    |  71.193.40.137    |  2025-10-07 12:00:00  |  dnsrdany
7922         |  COMCAST-7922                    |  71.196.56.78     |  2025-10-07 11:59:59  |  dnsrdany
7922         |  COMCAST-7922                    |  73.252.128.134   |  2025-10-05 08:21:29  |  dnsrdany
7922         |  COMCAST-7922                    |  76.120.202.44    |  2025-10-05 12:53:20  |  dnsrdany
7922         |  COMCAST-7922                    |  76.20.229.207    |  2025-10-02 13:04:33  |  dnsrdany
9891         |  CSLOX-IDC-AS-AP CS LOXINFO Pub  |  27.254.81.151    |  2025-10-01 21:54:52  |  dnsrdany
10796        |  TWC-10796-MIDWEST               |  173.90.180.182   |  2025-10-04 05:55:33  |  dnsrdany
14061        |  DIGITALOCEAN-ASN                |  147.182.250.249  |  2025-10-07 11:08:12  |  dnsrdany
20911        |  NETSURF-AS-BG Net-Surf.net Ltd  |  95.214.27.39     |  2025-10-07 07:35:11  |  dnsrdany
21859        |  ZEN-ECN                         |  129.227.69.202   |  2025-10-07 00:31:06  |  dnsrdany
21859        |  ZEN-ECN                         |  193.118.52.134   |  2025-10-07 00:00:38  |  dnsrdany
25198        |  ZetServers INTERKVM HOST SRL    |  46.229.243.221   |  2025-09-30 22:44:27  |  dnsrdany
32475        |  SINGLEHOP-LLC                   |  206.191.154.44   |  2025-10-07 11:06:18  |  dnsrdany
32708        |  ROOT-NETWORKS LoadEdge Limited  |  185.211.78.146   |  2025-10-05 15:57:48  |  dnsrdany
34534        |  BULLIONET FBW NETWORKS SAS      |  37.44.238.92     |  2025-10-03 21:41:34  |  dnsrdany
36352        |  AS-COLOCROSSING                 |  216.45.63.100    |  2025-10-03 01:50:18  |  dnsrdany
